13,新南湖 沃尔玛 佰港城 文馨街 保利心语,整租 | 2室2厅 | 68㎡ | 34/34层 | 南向,洪山区-新南湖-保利心语东湖新技术开发区马湖路2号,2300元/月,6小时前更新
9,保利心语一期 3室1厅 139平,整租 | 3室1厅 | 140㎡ | 1/11层 | 南北向,洪山区-新南湖-保利心语东湖新技术开发区马湖路2号,4000元/月,5小时前更新
16,城投瀚城巧克力公馆 精装修两居室 复式楼 居住舒适 房东诚租,整租 | 2室2厅 | 94㎡ | 15/18层 | 南北向,洪山区-卓刀泉-城投瀚城雄楚大道450号(名都花园旁,精装修 电梯房 学校周边,3500元/月,12天前更新
15,城投瀚城 精装修两居室 家具家电齐全 房东诚租 随时看房,整租 | 2室2厅 | 90㎡ | 18/31层 | 南北向,洪山区-卓刀泉-城投瀚城雄楚大道450号(名都花园旁,家电齐全 精装修 电梯房,3000元/月,12天前更新
12,杨家湾地铁C出口 周边 保利华都两室两厅出租,整租 | 2室2厅 | 91㎡ | 26/29层 | 南向,洪山区-卓刀泉-保利华都东湖新技术开发区卓刀泉路29,家电齐全 学校周边 南北通透,3400元/月,7天前更新
19,杨家湾地铁口,保利华都,精装一室一厅,家电齐全,随时看房,整租 | 1室1厅 | 57㎡ | 14/28层 | 南北向,洪山区-卓刀泉-保利华都东湖新技术开发区卓刀泉路29,2100元/月,6天前更新
3,复地悦城二期门面 246平上下两层 毛坯出租 1.2w低价长租,整租 | 5室4厅 | 246㎡ | 1/2层 | 南向,洪山区-白沙洲-复地悦城白沙洲大道与烽胜路交汇处(张,低价出租 繁华地段 首次出租,12000元/月,6天前更新
16,复地悦城精装三房 全新新房 交通便利 有钥匙 随时看房,整租 | 3室2厅 | 90㎡ | 15/30层 | 西南向,洪山区-白沙洲-复地悦城白沙洲大道与烽胜路交汇处(张,2000元/月,9分钟前更新
11,两房 实力价格 豪华配套 拎包入住,整租 | 2室2厅 | 92㎡ | 11/18层 | 南北向,洪山区-白沙洲-福星惠誉东澜岸黄家湖大学城(武汉科技大学旁,精装修 家电齐全 电梯房,2100元/月,3天前更新
10,3房装修实力装修 周边配套齐全 价格合适,整租 | 3室2厅 | 92㎡ | 5/8层 | 南北向,洪山区-白沙洲-福星惠誉东澜岸黄家湖大学城(武汉科技大学旁,学校周边 电梯房 首次出租,2100元/月,27天前更新
13,泰然南湖玫瑰湾 居家型精装三房 可短租少有出租方式 静等有缘人,整租 | 3室2厅 | 136㎡ | 15/30层 | 南北向,洪山区-珞狮南路-泰然南湖玫瑰湾蓝狮子山街苫风咀8号,2800元/月,5天前更新
17,泰然南湖玫瑰湾精装居家型三房 很合适的居家温馨居所,整租 | 2室2厅 | 108㎡ | 20/33层 | 南北向,洪山区-珞狮南路-泰然南湖玫瑰湾蓝狮子山街苫风咀8号,3200元/月,5天前更新
5,采光好 两证无税 可拎包入住 送全套家电,整租 | 3室2厅 | 136㎡ | 1/18层 | 西南向,洪山区-卓刀泉-名都花园洪山区雄楚大街450号,繁华地段 南北通透 家电齐全,3900元/月,26天前更新
12,名都花园大阳台独立卫生间大衣柜空调只要1300精装修看房有钥匙,整租 | 1室0厅 | 30㎡ | 6/12层 | 南向,洪山区-卓刀泉-名都花园洪山区雄楚大街450号,家电齐全 精装修 电梯房,1300元/月,17天前更新
12,佳兆业金域天下,居家豪华装修,家具家电全齐,随时拎包入住!,整租 | 2室2厅 | 74㎡ | 22/34层 | 南向,洪山区-白沙洲-佳兆业金域天下白沙洲新城烽胜路36号(工商,家电齐全 精装修 繁华地段,2300元/月,26天前更新
9,安静小区,低价出租,佳兆业金域天下 2200元 3室2厅1卫,整租 | 3室2厅 | 98㎡ | 19/34层 | 南北向,洪山区-白沙洲-佳兆业金域天下白沙洲新城烽胜路36号(工商,2200元/月,2天前更新
8,好房出租,赶快行动,保利蓝海郡 2800元 3室1厅1卫 精,整租 | 3室1厅 | 101㎡ | 15/30层 | 南北向,洪山区-卓刀泉-保利蓝海郡雄楚大街452号(南湖北路),2800元/月,4天前更新
11,虎泉2号线 保利拉菲 保利蓝海郡 精装三室家电齐全随时看,整租 | 3室2厅 | 92㎡ | 12/28层 | 南向,洪山区-卓刀泉-保利蓝海郡雄楚大街452号(南湖北路),家电齐全 电梯房 低价出租,2600元/月,17天前更新
6,保利拉菲 3000元 2室2厅1卫 精装修,少有的低价出租,整租 | 2室2厅 | 96㎡ | 2/33层 | 南向,洪山区-卓刀泉-保利拉菲雄楚大街(南湖北岸),3000元/月,5天前更新
16,虎泉地铁楚康路保利拉菲 三房 2900包物业家电全 随时看房,整租 | 3室1厅 | 118㎡ | 16/33层 | 南北向,洪山区-卓刀泉-保利拉菲雄楚大街(南湖北岸),2800元/月,26天前更新
9,近2号线 光谷保利华都翡翠城旁 领秀城精装一居室2300甩租,整租 | 1室1厅 | 53㎡ | 14/32层 | 南北向,洪山区-卓刀泉-领秀城洪山区雄楚大街489号,2300元/月,6小时前更新
10,杨家湾虎泉双地铁 领秀城两居室 精装修 家电齐全 拎包入住!,整租 | 2室2厅 | 88㎡ | 24/31层 | 南向,洪山区-卓刀泉-领秀城洪山区雄楚大街489号,家电齐全 精装修 紧邻地铁,3400元/月,27天前更新
8,白沙洲黄家湖 东原湖光里 诚心出租 配套齐全,整租 | 3室2厅 | 85㎡ | 32/32层 | 南北向,洪山区-白沙洲-东原湖光里青菱南路与黄家湖大道交汇处(,1600元/月,17天前更新
10,东原湖光里 精装婚房 家具家电齐全 交通便利 采光好,整租 | 2室2厅 | 78㎡ | 7/32层 | 南向,洪山区-白沙洲-东原湖光里青菱南路与黄家湖大道交汇处(,家电齐全 精装修 南北通透,1800元/月,18天前更新
20,融创智谷 精装三房出租 家具家电齐全 随时看房拎包入住,整租 | 3室2厅 | 90㎡ | 12/34层 | 南北向,洪山区-新南湖-世茂林屿岸街道口南文化大道332号(虹,2200元/月,3天前更新
18,世茂林屿岸精装全配温馨两房 喧嚣的城市中属于自己的那一片宁静,整租 | 2室1厅 | 84㎡ | 30/34层 | 南北向,洪山区-新南湖-世茂林屿岸街道口南文化大道332号(虹,2500元/月,8天前更新
6,关西小区 精装三房出租 有钥匙 随时看房,整租 | 3室2厅 | 81㎡ | 3/7层 | 南向,洪山区-卓刀泉-关西小区雄楚大道746号,家电齐全 精装修 电梯房,2300元/月,20天前更新
9,杨家湾站 雄楚大道 关西小区 家电齐全 拎包即可入住,整租 | 2室1厅 | 85㎡ | 5/7层 | 南北向,洪山区-卓刀泉-关西小区雄楚大道746号,2300元/月,5天前更新
11,玫瑰湾二期 豪装大三房 全新家具家电 手次出租 有钥匙随时看,整租 | 3室2厅 | 96㎡ | 14/26层 | 南向,洪山区-珞狮南路-泰然南湖玫瑰湾二狮子山街苫风咀8号,家电齐全 精装修 电梯房,2800元/月,5天前更新
9,泰然南湖玫瑰湾二期 3室2厅 135平,整租 | 3室2厅 | 135㎡ | 26/32层 | 东西向,洪山区-珞狮南路-泰然南湖玫瑰湾红狮子山街苫风咀8号,3700元/月,14天前更新
8,星光时代 纯写字楼 中楼层 采光好 老业主 好沟通 随时看,整租 | 3室1厅 | 250㎡ | 12/27层 | 南向,洪山区-街道口-中建南湖壹号珞狮路与雄楚大道交汇处(丽岛,18750元/月,12小时前更新
9,街道口 珞狮南路中建南湖壹号 精装两房 家电齐全,整租 | 2室1厅 | 83㎡ | 21/28层 | 南向,洪山区-街道口-中建南湖壹号珞狮路与雄楚大道交汇处(丽岛,2900元/月,13天前更新
9,白沙洲 清能清江锦城 精装两房 家电齐全 随时可看,整租 | 2室2厅 | 78㎡ | 12/33层 | 南向,洪山区-白沙洲-清能清江锦城二期张家湾街烽胜路55号,学校周边,1600元/月,9小时前更新
12,武泰闸 清江锦城 精装修三房适合您居家噢!随时看房!,整租 | 3室2厅 | 90㎡ | 23/34层 | 南北向,洪山区-白沙洲-清能清江锦城二期张家湾街烽胜路55号,家电齐全 精装修 电梯房,2000元/月,1天前更新
6,青菱城市花园2房中装.家电齐全.拎包入住.随时看房,整租 | 2室1厅 | 79㎡ | 3/11层 | 南北向,洪山区-白沙洲-城开青菱城市花园青菱立交桥下青菱渔场内,家电齐全 电梯房 南北通透,1500元/月,8小时前更新
4,无遮挡风景 楼层 超低价格 采光好,整租 | 2室1厅 | 68㎡ | 6/11层 | 南向,洪山区-白沙洲-城开青菱城市花园青菱立交桥下青菱渔场内,1500元/月,3天前更新
11,卓刀泉 保利浅水湾名都花园旁 学雅芳邻精装两房2400甩租 速来,整租 | 2室2厅 | 82㎡ | 5/12层 | 南北向,洪山区-卓刀泉-学雅芳邻洪山区雄楚大道438号(雄楚,家电齐全 精装修 繁华地段,2400元/月,6小时前更新
14,凯乐桂园领秀城学雅芳邻主卧出租朝南精装修,整租 | 1室0厅 | 30㎡ | 31/32层 | 南北向,洪山区-卓刀泉-学雅芳邻洪山区雄楚大道438号(雄楚,1200元/月,5天前更新
4,街道口八一路东湖楚天府两居室可拎包入住,整租 | 1室0厅 | 37㎡ | 29/35层 | 南向,洪山区-街道口-东湖楚天府八一路340号(武汉大学对面,2600元/月,6天前更新
5,街道口八一路东湖楚天府一居室可拎包入住,整租 | 1室1厅 | 41㎡ | 8/35层 | 南向,洪山区-街道口-东湖楚天府八一路340号(武汉大学对面,2500元/月,3天前更新
14,狮城名居中等装修三室两厅出租,有钥匙随时看房,家电齐全,交通,整租 | 3室2厅 | 131㎡ | 11/13层 | 南向,洪山区-街道口-狮城名居珞狮路449号,家电齐全 精装修 电梯房,3400元/月,16天前更新
11,狮城名居两室两厅出租,家电齐全精致装修,交通方便随时看房,整租 | 2室2厅 | 92㎡ | 7/13层 | 南北向,洪山区-街道口-狮城名居珞狮路449号,家电齐全 精装修 电梯房,2800元/月,19天前更新
8,南湖 珞狮南路 明泽丽湾 精装三房 交通便利 温馨舒适,整租 | 3室2厅 | 97㎡ | 20/26层 | 南向,洪山区-珞狮南路-明泽丽湾南湖滨珞狮南路519号,2800元/月,3天前更新
8,新南湖 沃尔玛 佰港城 珞狮路 明泽丽湾,整租 | 1室0厅 | 30㎡ | 13/22层 | 南向,洪山区-珞狮南路-明泽丽湾南湖滨珞狮南路519号,1100元/月,17天前更新
11,地铁口凯乐桂园绿汀雅境旁保利拉菲三房出租精装修3200随时看房,整租 | 3室2厅 | 89㎡ | 27/32层 | 南向,洪山区-卓刀泉-绿汀雅境雄楚大街456号,精装修 家电齐全 紧邻地铁,3300元/月,12天前更新
7,雄楚大道楚康路绿汀雅境精装一室一厅一厨一卫,有钥匙,整租 | 1室1厅 | 55㎡ | 18/18层 | 南向,洪山区-卓刀泉-绿汀雅境雄楚大街456号,2000元/月,2天前更新
12,小洋房出租临湖风景采光好随时看房,整租 | 2室1厅 | 76㎡ | 7/8层 | 南北向,洪山区-白沙洲-融科花满庭黄家湖大学城湖北中医药大学斜,1800元/月,27天前更新
14,融科花满庭.两房带家具.简装直接带包入住2000包物业,整租 | 2室1厅 | 82㎡ | 7/41层 | 南北向,洪山区-白沙洲-融科花满庭黄家湖大学城湖北中医药大学斜,2000元/月,27天前更新
8,华润紫云府精装两房 阳台 格局方正 快来快来看笔芯,整租 | 2室2厅 | 74㎡ | 30/34层 | 南北向,洪山区-白沙洲-华润紫云府白沙洲大道白沙四路前行400,1800元/月,2天前更新
10,华润紫云府一期精装三房出租配套齐全,整租 | 3室2厅 | 91㎡ | 6/34层 | 南向,洪山区-白沙洲-华润紫云府白沙洲大道白沙四路前行400,家电齐全 精装修 电梯房,2000元/月,9天前更新
12,珞狮南路 金地西岸故事 精装两房 干净整洁 温馨舒适拎包入住,整租 | 2室2厅 | 79㎡ | 22/33层 | 南向,洪山区-珞狮南路-金地西岸故事珞狮南路320号,2600元/月,9天前更新
9,金地西岸故事 3室1厅 102平,整租 | 3室1厅 | 102㎡ | 6/33层 | 南向,洪山区-珞狮南路-金地西岸故事珞狮南路320号,3500元/月,6天前更新
10,送800燃气费 一年车位宽带100兆全送 这么好的房子哪里找 我有,整租 | 2室1厅 | 87㎡ | 6/6层 | 南向,洪山区-白沙洲-万象新城毛坦村(湖北工业大学对面),家电齐全 繁华地段 低价出租,2300元/月,14天前更新
5,万象新城1室1厅1卫,整租 | 1室1厅 | 36㎡ | 15/15层 | 南北向,洪山区-白沙洲-万象新城武汉洪山区,精装修 随时入住,1600元/月,3小时前更新
7,2室通透 看房方便 精装低楼层准房东出租拎包入住,整租 | 2室1厅 | 80㎡ | 2/6层 | 南北向,洪山区-白沙洲-张家湾小区白沙洲大道108号,3600元/月,2天前更新
6,租张家湾小区2室看过之后让你流连忘返,整租 | 2室1厅 | 70㎡ | 5/7层 | 东向,洪山区-白沙洲-张家湾小区白沙洲大道108号,2600元/月,1天前更新
11,佳兆业 通透小户型 楼层好 格局方正 钥匙在手随时可看房!,整租 | 2室2厅 | 89㎡ | 4/34层 | 南北向,洪山区-白沙洲-佳兆业金域天下二白沙洲新城烽胜路36号,家电齐全 南北通透 繁华地段,1800元/月,6天前更新
12,房子正对小区花园 采光好 客厅带阳台 两个房间都朝南 随时可看房,整租 | 3室2厅 | 88㎡ | 27/34层 | 南向,洪山区-白沙洲-佳兆业金域天下二白沙洲新城烽胜路36号,繁华地段 家电齐全 精装修,2200元/月,26天前更新
8,青润家园 整租 2室1厅1卫 65平米(个人),整租 | 2室1厅 | 65㎡ | 11/11层 | 南向,洪山区-白沙洲-青润家园白沙洲大道108号,交通便利 随时入住,1800元/月,18天前更新
6,洪山区白沙洲世茂云锦樱海园 105平米3室2厅2卫,整租 | 3室2厅 | 105㎡ | 4/30层 | 南向,洪山区-白沙洲-世茂云锦樱海园白沙三路前行300米(白沙三,交通便利 随时入住,2000元/月,5天前更新
0,洪山区白沙洲世茂云锦樱海园 106平米3室2厅2卫,整租 | 3室2厅 | 106㎡ | 4/28层 | 南向,洪山区-白沙洲-世茂云锦樱海园白沙三路前行300米(白沙三,随时入住,1800元/月,11天前更新
12,华润紫云府 出门即是公交站 生活配套齐全 诚心出租 随时看房,整租 | 3室2厅 | 86㎡ | 3/11层 | 南北向,洪山区-白沙洲-华润紫云府二期白沙洲大道白沙四路前行400,家电齐全 精装修 电梯房,2300元/月,3天前更新
4,华润紫云府2室1厅1卫,整租 | 2室1厅 | 80㎡ | 10/13层 | 南北向,洪山区-白沙洲-华润紫云府武汉洪山区,精装修 随时入住,1050元/月,16天前更新
13,洪山 南湖大道 澜花语岸 精装三房 品质 业主急租,整租 | 3室2厅 | 146㎡ | 15/17层 | 南向,洪山区-珞狮南路-澜花语岸东湖新技术开发区狮子山街王家,3000元/月,19天前更新
9,澜花语岸 3室1厅 112平,整租 | 3室1厅 | 113㎡ | 10/11层 | 南北向,洪山区-珞狮南路-澜花语岸东湖新技术开发区狮子山街王家,3000元/月,14天前更新
11,板桥新村 三室二厅 全新装修,整租 | 3室2厅 | 90㎡ | 25/31层 | 南向,洪山区-新南湖-板桥小区新南湖南李路45号,2400元/月,8天前更新
11,板桥新村 三室二厅 全新装修,整租 | 3室2厅 | 90㎡ | 24/31层 | 南向,洪山区-新南湖-板桥小区新南湖南李路45号,首次出租,2400元/月,22天前更新
9,波光霞影两室两厅自住装修全房墙纸配置齐全看方便,整租 | 2室2厅 | 90㎡ | 12/32层 | 南北向,洪山区-白沙洲-波光霞影烽胜路和八坦路交汇往北500,1800元/月,2天前更新
8,波光霞影 精装 家电家具齐全 拎包入住 随时看房,合租 | 1室1厅 | 25㎡ | 20/35层 | 南向,洪山区-白沙洲-波光霞影烽胜路和八坦路交汇往北500,精装修 家电齐全,800元/月,18天前更新
13,狮城风华新都三室两厅出租,家电齐全精致装修,交通方便随时看房,整租 | 3室2厅 | 99㎡ | 4/13层 | 南北向,洪山区-街道口-狮城风华新都珞狮路447号,家电齐全 精装修 电梯房,3500元/月,19天前更新
14,狮城风华新都精装三室两厅出租,有钥匙,随时看房,家电齐全,整租 | 3室2厅 | 112㎡ | 10/16层 | 南向,洪山区-街道口-狮城风华新都珞狮路447号,3300元/月,21天前更新
18,虎泉地铁口 教师小区 三室两厅出租 三楼采光好,整租 | 3室2厅 | 118㎡ | 3/7层 | 南北向,洪山区-卓刀泉-卓刀泉教师小区卓刀泉南路99号,3300元/月,6小时前更新
12,卓刀泉社区温馨公寓 家电齐全 拎包入住,整租 | 1室0厅 | 30㎡ | 5/7层 | 东向,洪山区-卓刀泉-卓刀泉教师小区卓刀泉南路99号,家电齐全 精装修 紧邻地铁,1500元/月,26天前更新
17,青菱城市花园 精装三房 南北通透 便宜出租 有钥匙,整租 | 2室2厅 | 90㎡ | 3/11层 | 南北向,洪山区-白沙洲-城开青菱城市花园青菱立交桥下青菱渔场内,1800元/月,3天前更新
8,青菱城市花园 整租精装三室两厅两卫!家具家电齐全,拎包入住,整租 | 3室2厅 | 90㎡ | 11/11层 | 南北向,洪山区-白沙洲-城开青菱城市花园青菱立交桥下青菱渔场内,1800元/月,17天前更新
18,湘龙鑫城 出租 家电齐全房间都带空调 拎包即可入住,整租 | 2室2厅 | 90㎡ | 2/30层 | 南北向,洪山区-白沙洲-湘龙鑫城二期张家湾街,1700元/月,5天前更新
18,湘龙鑫城精装修三房 中间楼层采光好 拎包入住 房东包物业,整租 | 3室2厅 | 120㎡ | 31/32层 | 南北向,洪山区-白沙洲-湘龙鑫城二期张家湾街,2000元/月,5天前更新
8,中建福地星城雄楚大道街道口商圈交通便利豪装通透大三房随时可看,整租 | 3室2厅 | 116㎡ | 31/32层 | 南北向,洪山区-珞狮南路-中建福地星城珞狮南路268号,3500元/月,25天前更新
11,中建福地星城 精装大两房 家具家电齐全 交通便利随时看,整租 | 2室2厅 | 80㎡ | 29/31层,洪山区-珞狮南路-中建福地星城珞狮南路268号,精装修,2800元/月,5天前更新
12,南湖山庄半岛花园 精装三房 家具家电齐全 可拎包入住,整租 | 3室2厅 | 150㎡ | 5/11层 | 南北向,洪山区-珞狮南路-南湖山庄三期珞狮南路507号南湖山庄三期,2600元/月,5天前更新
14,南湖山庄半岛花园 豪装五房再配有露台 合适居家享受的温馨之,整租 | 5室2厅 | 220㎡ | 5/11层 | 南北向,洪山区-珞狮南路-南湖山庄三期珞狮南路507号南湖山庄三期,首次出租 南北通透 精装修,12000元/月,6天前更新
6,鑫宇花园2室1厅1卫,整租 | 2室1厅 | 80㎡ | 9/11层 | 南北向,洪山区-白沙洲-鑫宇花园白沙洲大道106号鑫宇花园,精装修 随时入住,1800元/月,5天前更新
5,鑫宇花园2室1厅1卫,整租 | 2室1厅 | 97㎡ | 6/12层 | 南北向,洪山区-白沙洲-鑫宇花园武汉洪山区,精装修 随时入住,1380元/月,18天前更新
17,彩虹郡 2室空调房 家电齐全 拎包即可入住 走过路过别错过,整租 | 2室1厅 | 80㎡ | 5/18层 | 南北向,洪山区-白沙洲-彩虹郡白沙洲新城青菱南路88号,1500元/月,8天前更新
7,三环附近精装好房出租 一室二厅 家电齐全 拎包入住,整租 | 1室2厅 | 60㎡ | 18/18层 | 南北向,洪山区-白沙洲-彩虹郡白沙洲新城青菱南路88号,1200元/月,17天前更新
10,南湖大道 瑞湖天地 精装两房 干净整洁 温馨舒适 拎包入住,整租 | 2室2厅 | 88㎡ | 16/18层 | 南向,洪山区-珞狮南路-国海瑞湖天地洪山区珞狮南路狮子山街王家湾,2500元/月,3天前更新
9,瑞湖天地 2室2厅 90平,整租 | 2室2厅 | 90㎡ | 29/33层 | 南向,洪山区-珞狮南路-国海瑞湖天地洪山区珞狮南路狮子山街王家湾,2700元/月,6天前更新
4,洪山区卓刀泉武汉大学珞桂教师小区精装单间直租(个人),整租 | 1室1厅 | 30㎡ | 11/12层 | 南北向,洪山区-卓刀泉-武汉大学珞桂教师雄楚大道438号(陈家湾武汉,精装修 交通便利 随时入住,1000元/月,4小时前更新
6,武汉大学珞桂教师小区 整租 1室0厅1卫 50平米(个人),整租 | 1室0厅 | 50㎡ | 11/12层 | 南北向,洪山区-卓刀泉-武汉大学珞桂教师雄楚大道438号(陈家湾武汉,采光好 交通便利 随时入住,1000元/月,9小时前更新
3,中间楼层 阳光充足,整租 | 2室1厅 | 70㎡ | 3/4层 | 南向,洪山区-白沙洲-天地源城际花园张家湾街罗家村(白沙洲大道),1300元/月,2天前更新
15,城际花园4房急租2200,整租 | 4室2厅 | 110㎡ | 3/11层 | 南向,洪山区-白沙洲-天地源城际花园张家湾街罗家村(白沙洲大道),2200元/月,3天前更新
5,南湖 珞狮南路 珞珈雅苑 精装一居室 家电齐全 拎包入住,整租 | 1室1厅 | 40㎡ | 24/30层 | 南向,洪山区-珞狮南路-珞珈雅苑珞狮南路与二环线交汇处,1600元/月,15天前更新
9,珞珈雅苑 2室2厅 89平,整租 | 2室2厅 | 89㎡ | 10/30层 | 南向,洪山区-珞狮南路-珞珈雅苑珞狮南路与二环线交汇处,2600元/月,11天前更新
5,卓刀泉 保利浅水湾文泉书苑旁 学雅芳邻精装三房2800速来,整租 | 3室2厅 | 110㎡ | 3/7层 | 南北向,洪山区-卓刀泉-桂子花园二期陈家湾雄楚大街428号,2800元/月,1天前更新
16,桂子花园4室2厅2卫好房急租带车位,整租 | 4室2厅 | 162㎡ | 10/11层,洪山区-卓刀泉-桂子花园二期陈家湾雄楚大街428号,4000元/月,1小时前更新
14,虎泉口凯乐桂园精装大两房豪华装修看房随时,整租 | 3室2厅 | 95㎡ | 29/30层 | 南向,洪山区-卓刀泉-凯乐桂园卓刀泉路108号(华师东门附,3300元/月,6天前更新
11,杨家湾虎泉双 精装修 家电齐全 可合租可整租 拎包入住!!,合租 | 1室1厅 | 20㎡ | 5/20层 | 南向,洪山区-卓刀泉-凯乐桂园卓刀泉路108号(华师东门附,家电齐全 精装修 紧邻地铁,1000元/月,30天前更新
13,新南湖 南湖公园 书城路 文治街 南湖雅园,整租 | 3室1厅 | 125㎡ | 9/9层 | 南向,洪山区-珞狮南路-南湖雅园洪山区珞狮南路特1号,2600元/月,11天前更新
9,雄楚大道书城路理工大旁鸿湖景天精装1房带独卫随时看房,整租 | 1室1厅 | 30㎡ | 10/33层 | 南向,洪山区-珞狮南路-南湖雅园洪山区珞狮南路特1号,家电齐全 精装修 电梯房,1200元/月,15天前更新
17,南湖山庄梅荷苑 精装复式大五房 空间 居家装修 仅租5000!!,整租 | 5室2厅 | 197㎡ | 6/6层 | 南北向,洪山区-珞狮南路-南湖山庄梅荷苑珞狮南路507号,家电齐全 精装修 南北通透,5000元/月,26天前更新
17,珞狮南路旁 精品单间带独卫仅租900 更有其它惊+爆价单间出租,合租 | 3室2厅 | 130㎡ | 3/6层 | 南北向,洪山区-珞狮南路-南湖山庄梅荷苑珞狮南路507号,精装修 家电齐全 低价出租,900元/月,24天前更新
10,丽岛花园 真实有效 精装三房 家电齐全 随时看房,整租 | 3室2厅 | 127㎡ | 6/20层 | 南北向,洪山区-街道口-丽岛花园珞狮路特1号(区政府对面),家电齐全 精装修,3500元/月,21天前更新
12,丽岛花园 不临街不临街 精装大三房 南北通透 办公居家好房,整租 | 3室2厅 | 218㎡ | 5/18层 | 南北向,洪山区-街道口-丽岛花园珞狮路特1号(区政府对面),家电齐全 精装修,5500元/月,21天前更新
15,狮城翰园精装三室一厅出租,有钥匙随时看房,家电齐全,整租 | 3室2厅 | 102㎡ | 14/23层 | 东南向,洪山区-街道口-狮城翰园洪山珞狮南路451号(珞狮南,3000元/月,22天前更新
14,狮城翰园精装三室两厅出租,有钥匙,随时看房,家电齐全,整租 | 3室2厅 | 102㎡ | 7/21层 | 南北向,洪山区-街道口-狮城翰园洪山珞狮南路451号(珞狮南,3200元/月,21天前更新
12,桂子花园 雄楚二环高架旁 精致大2房 只需2600 家居家电全齐,整租 | 2室2厅 | 96㎡ | 3/7层 | 南向,洪山区-卓刀泉-桂子花园雄楚大街428号,2600元/月,10天前更新
9,武汉大学银海雅苑精装修电梯3房,家具家电齐全,只要4500,整租 | 3室2厅 | 126㎡ | 6/32层 | 南北向,洪山区-街道口-银海雅苑洪山区广八路115号,4500元/月,3天前更新
5,广埠屯地铁k出口银海雅苑一居带阳台南北朝向家具齐全,整租 | 1室1厅 | 59㎡ | 7/32层 | 南向,洪山区-街道口-银海雅苑洪山区广八路115号,2900元/月,6天前更新
4,华乐苑1室1厅1卫,整租 | 1室1厅 | 58㎡ | 10/11层 | 南北向,洪山区-卓刀泉-华乐苑武汉洪山区,精装修 随时入住,770元/月,9小时前更新
10,华乐苑合租次卧3室2厅,合租 | 3室2厅 | 20㎡ | 2/7层 | 南向,洪山区-卓刀泉-华乐苑珞瑜路716号,随时入住,800元/月,1天前更新
13,雄楚大道BRT 理工大鉴湖校区 御景精装一居室 交通便利,整租 | 1室1厅 | 38㎡ | 5/32层 | 南北向,洪山区-街道口-御景名门洪山区雄楚大街209号御景名,1600元/月,2天前更新
16,省出版城理工大旁 御景 精装一室 家电齐全 拎包即住,整租 | 1室1厅 | 38㎡ | 12/32层,洪山区-街道口-御景名门洪山区雄楚大街209号御景名,1600元/月,3天前更新
11,保利浅水湾三居房 家私家电齐全 随时看房,整租 | 3室2厅 | 118㎡ | 2/16层 | 南北向,洪山区-卓刀泉-保利浅水湾浅水湾路1号,家电齐全 精装修 电梯房,3300元/月,18天前更新
17,传承经典 创新生活 名都花园旁保利浅水湾精装两房2400,整租 | 2室2厅 | 86㎡ | 14/28层 | 南向,洪山区-卓刀泉-保利浅水湾浅水湾路1号,2400元/月,6小时前更新
9,华大家园 4室2厅 精装修 采光好 配套齐全 拎包入住,整租 | 4室2厅 | 139㎡ | 7/11层 | 南向,洪山区-珞狮南路-华大家园洪山区珞狮南路张吴村,4300元/月,20天前更新
9,华大家园 3室2厅 138平,整租 | 3室2厅 | 138㎡ | 11/11层 | 南向,洪山区-珞狮南路-华大家园洪山区珞狮南路张吴村,3000元/月,6天前更新
